source,title,link,date,matched_keywords
TechCrunch,"Malaysia’s AI agent-powered messaging app Respond.io raises $62.5M, eyes acquisitions",https://techcrunch.com/2026/06/15/malaysias-respond-io-raises-62-5m-eyes-acquisitions-in-north-america-and-europe/,2026-06-16,AI
TechCrunch,"Sundar Pichai faces boos, walkout at Stanford graduation ceremony over Google’s Israel, ICE ties",https://techcrunch.com/2026/06/15/sundar-pichai-faces-boos-walkout-at-stanford-graduation-ceremony-over-googles-israel-ice-ties/,2026-06-16,AI
TechCrunch,The US government’s Anthropic models ban was never about an AI jailbreak,https://techcrunch.com/2026/06/15/the-us-governments-anthropic-models-ban-was-never-about-an-ai-jailbreak/,2026-06-16,AI
TechCrunch,Meta’s new ‘AI Mode’ on Facebook pulls from public info across its platforms,https://techcrunch.com/2026/06/15/metas-new-ai-mode-on-facebook-pulls-from-public-info-across-its-platforms/,2026-06-16,AI
TechCrunch,These are the countries moving to ban social media for children,https://techcrunch.com/2026/06/15/social-media-ban-children-countries-list/,2026-06-16,AI
TechCrunch,SpaceX’s biggest-ever IPO just grew to $85.7 billion raised,https://techcrunch.com/2026/06/15/spacexs-biggest-ever-ipo-just-grew-to-85-7-billion-raised/,2026-06-16,AI
TechCrunch,Salesforce acquires AI customer service platform Fin for $3.6B,https://techcrunch.com/2026/06/15/salesforce-acquires-ai-customer-service-platform-fin-for-3-6b/,2026-06-16,"AI, Automate"
TechCrunch,Sarvam becomes India’s newest AI unicorn with $234 million funding round led by HCLTech,https://techcrunch.com/2026/06/15/sarvam-becomes-indias-newest-ai-unicorn-with-234-million-funding-round-led-by-hcltech/,2026-06-16,"AI, India, Indian"
TechCrunch,"As AI agents become employees, NewCore emerges with $66M to give them identities",https://techcrunch.com/2026/06/15/ai-agents-are-becoming-employees-newcore-emerges-with-66m-to-give-them-identities/,2026-06-16,AI
TechCrunch,The AI layoff wave is becoming a powder keg,https://techcrunch.com/2026/06/15/the-ai-layoff-wave-is-becoming-a-powder-keg/,2026-06-16,AI
TechCrunch,Orbio raises $21 million to automate hiring and onboarding for frontline workers,https://techcrunch.com/2026/06/14/orbio-raises-21-million-to-automate-hiring-and-onboarding-for-frontline-workers/,2026-06-16,"AI, Automate"
TechCrunch,"As AI companies race to go public, who else is along for the ride?",https://techcrunch.com/2026/06/14/as-ai-companies-race-to-go-public-who-else-is-along-for-the-ride/,2026-06-16,AI
TechCrunch,TechCrunch Mobility: SpaceX rockets past Tesla,https://techcrunch.com/2026/06/14/techcrunch-mobility-spacex-rockets-past-tesla/,2026-06-16,AI
Google News (india),​Politics over people: On India’s High-Level Committee on Demographic Change - The Hindu,https://news.google.com/rss/articles/CBMi0gFBVV95cUxQamZ5NUlvcjZwWTFDR0RGZmgyWkZMQ1lnbEotU2sxX3ppdjVQSjRrbVNFakpNSWJTSVczX1AySW1DMEt1bWEtZU1oQ3BRcW1CWlQ3cXNpLXlBUDIxSmFxLUFoSGJfcHZsWENTTDV3UFhZSkExUDhPNVRJM0NBQzZzTlpTeUZ2dXkxdmRQMVpBLUliNUtGTmJOdm16WFE3X0ZBX2RtTUc4TDhjQ0NzblEzRlpFOFpIZnhOX2g1SHNZN0QwWTdBWlF2eWJGb2FHdTFZdkHSAdgBQVVfeXFMT1g0Ykt6RzFkUjJ1YkFNZ1h2WHFsX1RwZ25qbFJpVnQzWlJvOGRvbWdVNTZlM3NlNGZjOWpUUWpVZ3BQeC1zWkwtbFNENk8yRGtVWlpNaUZuT0FrNjNrcjZteTJHY0NvcVo5Y2h0Vjhoc1UxcG1rTGpwcDRubDJuMlc2N3NTQkZWZUd6QUNjOXZ0eTN1M04zS1FfUWJqNV9USGlwelJkdkZUc3oybWNCbThOM2Y5Z2FkOEtkY2dNeTd0RzVhaWxhQnB0aldRT1BoNFptWWhpMmwz?oc=5,2026-06-16,"ML, India, Politics"
