source,title,link,date,matched_keywords
TechCrunch,Stripe didn’t really buy OpenRouter because of the ‘singularity’,https://techcrunch.com/2026/08/19/stripe-didnt-really-buy-openrouter-because-of-the-singularity/,2026-08-20,AI
TechCrunch,"Waymo’s cheaper, next-gen robotaxi is now open to all riders in these three cities",https://techcrunch.com/2026/08/19/waymos-cheaper-next-gen-robotaxi-is-now-open-to-all-riders-in-these-three-cities/,2026-08-20,AI
TechCrunch,OpenAI seeks to one-up Anthropic with new customer privacy protections,https://techcrunch.com/2026/08/19/openai-seeks-to-one-up-anthropic-with-new-customer-privacy-protections/,2026-08-20,AI
TechCrunch,Cognition CEO denies report that SpaceX tried to acquire the startup,https://techcrunch.com/2026/08/19/cognition-ceo-denies-report-that-spacex-tried-to-acquire-the-startup/,2026-08-20,AI
TechCrunch,Travis Kalanick kicks off another round of VC bashing: ‘1% are helpful’,https://techcrunch.com/2026/08/19/travis-kalanick-kicks-off-another-round-of-vc-bashing-1-are-helpful/,2026-08-20,AI
TechCrunch,Rillet raises $100M Series C at $1B valuation — 2 years after emerging from stealth,https://techcrunch.com/2026/08/19/rillet-raises-100m-series-c-at-1b-valuation-2-years-after-emerging-from-stealth/,2026-08-20,"AI, Valuation"
TechCrunch,Gambling on the Little League World Series? Sports bettors have gone too far,https://techcrunch.com/2026/08/19/gambling-on-the-little-league-world-series-sports-bettors-have-gone-too-far/,2026-08-20,AI
TechCrunch,AI was supposed to win people over by now — it hasn’t,https://techcrunch.com/2026/08/19/ai-was-supposed-to-win-people-over-by-now-it-hasnt/,2026-08-20,AI
TechCrunch,Google packs Search and Gemini with new AI study tools,https://techcrunch.com/2026/08/19/google-launches-new-study-tools-for-students-across-search-and-gemini/,2026-08-20,AI
TechCrunch,Researchers say OpenAI revoked their access to limited cyber program,https://techcrunch.com/2026/08/19/researchers-complain-that-openai-revoked-their-access-to-limited-cyber-program/,2026-08-20,AI
TechCrunch,Meet the startup helping Wall Street put a price on AI compute,https://techcrunch.com/video/meet-the-startup-helping-wall-street-put-a-price-on-ai-compute/,2026-08-20,AI
TechCrunch,TerraPower’s nuclear reactor has a secret weapon for powering AI data centers,https://techcrunch.com/2026/08/19/terrapowers-nuclear-reactor-has-a-secret-weapon-for-powering-ai-data-centers/,2026-08-20,AI
TechCrunch,Rivian spinout Also raises another $150M,https://techcrunch.com/2026/08/19/rivian-spinout-also-raises-another-150-million/,2026-08-20,AI
TechCrunch,Sachin Bansal’s fintech Navi raises first outside capital with $100M Prosus investment,https://techcrunch.com/2026/08/19/sachin-bansals-fintech-navi-raises-first-outside-capital-with-100m-prosus-investment/,2026-08-20,"AI, Investment"
TechCrunch,"Amazon makes its AI-powered Alexa+ free on Fire TV, no Prime required",https://techcrunch.com/2026/08/19/amazon-makes-its-ai-powered-alexa-free-on-fire-tv-no-prime-required/,2026-08-20,AI
TechCrunch,Amazon’s Prime Air is taking off in nearly 500 US cities,https://techcrunch.com/2026/08/19/amazons-prime-air-is-taking-off-in-nearly-500-u-s-cities/,2026-08-20,AI
Google News (india),​Time to push back: On India and the continuing U.S. pressure - The Hindu,https://news.google.com/rss/articles/CBMivAFBVV95cUxQWE9xdFRZZnhiM0xaa1hES0c0U29lU3JyeFAtdmxyN01YcVRVRVkzZ0VucGxWY2JOVWxXMkt0aTI2d21ndFZGcjBsUDhTdWg4b1d4dmU0RXBQNTdFN0tsaTRZdFlBcG1oT3ZpOVMyRjE5YlNTUXJSTmhqNUJOd1Bzd0xDZlpBMGlOOUZ6clk0b3VLVWF0TnE5aHZkUkVINWdWUjM2Vi03a0FsT241bEs2aEpDbHVmb1ctNzdnbNIBwwFBVV95cUxPcmdaSldmRjlOV2JjVTZMdk5uQzB3UW1xYThTeUJoVjBmc3FzTmgzSEtRcHhRS2FOYzBfWlNCazZYV1RPYk1ORGs4bmMtOXlRZW5sTi1rMUN2bFRKbVAtd0tYcDV1ZkNyYmVmdkV4SkZ0X19McFBOb3R4VUNuYkFFeWJadkpib3NwcXNzRDRNaWtadVN6VWVqXzVKVnNQX1JKdHJyX3Z5T2ExcTlfR3djTDdUa01BdDRuX04xcUU4b21oeDg?oc=5,2026-08-20,India
Google News (india),‘We are impatient’: meet the women protesting for change in India - The Guardian,https://news.google.com/rss/articles/CBMirAFBVV95cUxQNGtYdVY4R3gzNmhCRHZISlBrdk9Ub0kzUUNzMUpMczNTcVlLMU0wZENWTGZPLWFHMzZtNVdoLU5VY3hqX2FnckZQQXZjdWg1bUhaNU01U0c3bUN6T01ZVnhUdzJ0TWlPcDVpWGRFd0d2QWxmZmlHOTBoaFJDV3Rya1FRckx6bUoxbEU3ZjVlWDUwdW0tSlM5X0xVMHhRdG1jRC1SaVF0YzZtcG8z?oc=5,2026-08-20,"ML, India"
Google News (india),The Hindu monk who could succeed Modi - Financial Times,https://news.google.com/rss/articles/CBMihAFBVV95cUxQN0Vva0w2QlVOLUt5VFBOUndLWG1nWDNUUVppdlBhUzF6STdQRS1NVjY2Y0dCc1lqamZ5V1QzTkJpc3lIT3ZyYl9tREZUaUlfVGFwWUxleXJTTll3M1RNY2pmcngtdjlLRFNvLTlQd0d2MjJmVktBbUl3MXN6OFNsQnBuZ0w?oc=5,2026-08-20,Financial
